p0,p1,post_mu2_gt_m1,H,pvalue1
0.553,0.447,0.61,0.687518612348021,0.19
0,1,1,0,9.36e-21
0,1,0,0,6.542e-07
0,1,0,0,5.729e-20
0.548,0.452,0.95,0.688532076450456,0.122
0.202,0.798,0.213,0.503162543342146,0.0182
0.694,0.306,0.752,0.615862697192986,0.401
0,1,0,0,1.113e-10
0,1,0,0,2.387e-16
0,1,0,0,1.043e-14
0.67,0.33,0.88,0.634178635712206,0.647
0,1,0,0,3.8e-07
0,1,1,0,4.499e-25
0.123,0.877,0.129,0.372859970960925,0.00845
0,1,0,0,7.323e-51
0.696,0.304,0.876,0.61421549416189,0.503
0,1,1,0,3.152e-05
0,1,0,0,1.266e-21
0.733,0.267,0.878,0.580252087706355,0.875
0.661,0.339,0.763,0.6403699544382,0.547
0.232,0.768,0.99,0.541681693698141,0.018
0.03,0.97,0.031,0.134742168179767,0.0007973
0.627,0.373,0.878,0.660533047478153,0.575
0,1,1,0,8.114e-10
0,1,1,0,8.84e-12
0.75,0.25,0.936,0.562335144618808,0.465
0,1,0,0,9.21e-12
0.041,0.959,0.043,0.171109283434043,0.0006683
0,1,0,0,9.728e-06
0,1,1,0,1.636e-06
0.265,0.735,0.989,0.578222058174353,0.0258
0,1,0,0,2.586e-08
0.022,0.978,0.023,0.105723887714203,0.0007878
0,1,0,0,2.846e-10
0,1,1,0,1.86e-05
0.766,0.234,0.904,0.544064595967142,0.741
0.489,0.511,0.962,0.692905161034832,0.0768
0,1,1,0,3.707e-20
0,1,0,0,5.036e-34
0,1,1,0,1.089e-40
0.593,0.407,0.953,0.67574803390135,0.156
0.565,0.435,0.935,0.68467321736082,0.209
0,1,1,0,6.479e-08
0,1,0,0,1.007e-38
0,1,1,0,1.055e-08
0,1,1,0,2.789e-05
0.483,0.517,0.973,0.692569069147086,0.0679
0,1,0,0,6.246e-11
0,1,1,0,4.227e-06
0.427,0.573,0.469,0.682450989655969,0.0458
0,1,1,0,7.046e-31
0,1,1,0,1.752e-10
0.603,0.397,0.651,0.67177650592283,0.193
0,1,0,0,4.009e-10
0.142,0.858,0.986,0.408577519442086,0.0117
0,1,0,0,6.892e-16
0,1,0,0,7.027e-07
0,1,0,0,7.17e-17
0.325,0.675,0.978,0.630581028386015,0.0347
0.622,0.378,0.667,0.663076535354163,0.195
0,1,0,0,4.257e-35
0,1,0,0,4.123e-05
0,1,1,0,3.22e-10
0,1,1,0,1.882e-08
0,1,0,0,9.97e-09
0,1,0,0,8.997e-15
0,1,1,0,1.207e-14
0,1,1,0,4.611e-09
0.037,0.963,0.999,0.158289880652706,0.00162
0.008,0.992,0.008,0.0465944242221046,0.0001168
0.283,0.717,0.3,0.595764429239173,0.0249
0,1,0,0,2.021e-17
0,1,1,0,5.368e-08
0,1,0,0,6.692e-11
0.002,0.998,1,0.0144272148621761,0.0002128
0.014,0.986,0.014,0.0736633107293249,0.00142
0.673,0.327,0.923,0.632033696247833,0.332
0,1,0,0,1.525e-07
0,1,1,0,4.407e-11
0,1,0,0,2.097e-18
0,1,0,0,4.045e-10
0,1,0,0,6.969e-28
0,1,0,0,8.187e-06
0,1,1,0,1.15e-75
0.355,0.645,0.977,0.650487009385091,0.0423
0,1,1,0,8.43e-46
0.679,0.321,0.798,0.627620932845047,0.741
0,1,0,0,1.616e-07
0.189,0.811,0.994,0.484769701248265,0.0127
0.606,0.394,0.95,0.670503749160747,0.192
0,1,1,0,7.027e-22
0,1,0,0,2.139e-07
0,1,0,0,2.126e-15
0,1,0,0,5.783e-16
0.704,0.296,0.764,0.607436917766953,0.375
0.001,0.999,1,0.00790725511223209,2.768e-06
0.432,0.568,0.97,0.683870459027067,0.0643
0.553,0.447,0.581,0.687518612348021,0.122
0,1,1,0,5.907e-07
0,1,1,0,4.674e-11
0,1,0,0,5.62e-48
0,1,0,0,2.93e-15
0,1,0,0,3.441e-27
0,1,0,0,4.301e-14
0.07,0.93,0.074,0.253638946921691,0.00359
0.656,0.344,0.77,0.643653071298366,0.662
0,1,0,0,3.703e-09
0.45,0.55,0.484,0.688138813713588,0.062
0.729,0.271,0.92,0.584250927889426,0.641
0.024,0.976,0.025,0.113222502714608,0.0009565
0,1,0,0,4.068e-11
0.361,0.639,0.978,0.653991389676722,0.0458
0,1,0,0,1.197e-10
0.007,0.993,0.007,0.0417083585418935,0.0002871
0.459,0.541,0.501,0.6897814027084,0.078
0.278,0.722,0.974,0.591054459095519,0.0175
0.353,0.647,0.969,0.649284002342601,0.052
0.742,0.258,0.886,0.570954567642163,0.883
0.773,0.227,0.922,0.535625920455781,0.665
0,1,0,0,1.155e-30
0,1,1,0,5.253e-08
0.006,0.994,1,0.0366779387501341,0.0005169
0,1,0,0,3.516e-26
0,1,1,0,2.332e-14
0.603,0.397,0.662,0.67177650592283,0.265
0.458,0.542,0.49,0.689615019877552,0.074
0,1,1,0,6.964e-11
0.747,0.253,0.9,0.56560704503986,0.752
0,1,0,0,7.499e-16
0,1,0,0,1.291e-35
0.664,0.336,0.714,0.638346581982148,0.259
0,1,0,0,2.361e-09
0,1,1,0,1.218e-34
0,1,1,0,1.223e-08
0.772,0.228,0.855,0.536848402961397,0.729
0.531,0.469,0.579,0.691223947301363,0.133
0,1,1,0,1.048e-05
0,1,0,0,1.245e-40
0,1,0,0,1.564e-41
0.353,0.647,0.98,0.649284002342601,0.0398
0,1,0,0,6.893e-09
0.73,0.27,0.899,0.583258840128597,0.648
0,1,1,0,4.599e-29
0,1,0,0,1.016e-10
0.013,0.987,1,0.0693716084142908,0.0001118
0,1,1,0,5.514e-35
0.708,0.292,0.854,0.603932750384645,0.818
0,1,0,0,9.31e-10
0,1,1,0,6.852e-14
0,1,0,0,2.896e-09
0,1,0,0,1.889e-15
0,1,1,0,2.456e-43
0,1,1,0,7.068e-13
0,1,1,0,6.644e-53
0,1,0,0,7.076e-21
0,1,1,0,3.186e-48
0,1,1,0,2.117e-37
0.218,0.782,0.234,0.524364948187682,0.0185
0,1,1,0,3.381e-08
0.047,0.953,0.997,0.18958533851931,0.00217
0.688,0.312,0.86,0.620691563887438,0.863
0.012,0.988,1,0.0650018938097877,6.186e-05
0,1,1,0,5.778e-07
0,1,1,0,1.604e-13
0,1,0,0,6.639e-25
0,1,1,0,1.641e-22
0,1,1,0,1.681e-14
0,1,0,0,1.088e-13
0.028,0.972,0.999,0.127719710761685,0.00136
0,1,0,0,3.318e-08
0,1,1,0,1.797e-05
0.583,0.417,0.643,0.6793051948497,0.195
0,1,1,0,1.938e-41
0,1,0,0,3.383e-18
0.64,0.36,0.721,0.653418194793702,0.328
0,1,0,0,1.301e-37
0.667,0.333,0.745,0.636282869192928,0.461
0,1,1,0,2.388e-20
0,1,0,0,9.409e-06
0,1,1,0,5.994e-40
0,1,1,0,8.417e-59
0.001,0.999,1,0.00790725511223209,0.0001892
0,1,0,0,5.435e-15
0,1,0,0,3.562e-07
0,1,1,0,2.208e-32
0.226,0.774,0.238,0.534397738988152,0.0202
0.69,0.31,0.766,0.619100664425587,0.388
0,1,1,0,3.709e-05
0,1,0,0,4.958e-49
0,1,0,0,2.446e-26
0,1,0,0,1.073e-20
0,1,1,0,5.322e-28
0.006,0.994,1,0.0366779387501341,0.0001134
0.246,0.754,0.979,0.557897875664777,0.0247
0,1,0,0,1.67e-14
0,1,1,0,3.895e-55
0,1,0,0,2.613e-06
0.004,0.996,1,0.0260778329833977,0.0001116
0.336,0.664,0.356,0.638346581982148,0.0366
0,1,0,0,3.085e-06
0.24,0.76,0.985,0.551079928086973,0.0211
0.009,0.991,0.999,0.051354154265093,0.0002714
0,1,1,0,3.392e-10
0,1,0,0,1.826e-13
0,1,1,0,1.077e-22
0,1,0,0,7.556e-10
0.659,0.341,0.906,0.641696544991305,0.564
0.702,0.298,0.899,0.609160170377407,0.623
0,1,1,0,5.891e-08
0,1,1,0,2.79e-16
0.591,0.409,0.654,0.676492513873627,0.186
0,1,0,0,4.386e-21
0.047,0.953,0.048,0.18958533851931,0.00268
0,1,0,0,8.958e-20
0,1,0,0,2.743e-06
0.687,0.313,0.893,0.621480021586315,0.601
0,1,0,0,6.111e-27
0.599,0.401,0.695,0.673415049361049,0.407
0.216,0.784,0.227,0.521798470967638,0.0182
0,1,1,0,7.862e-34
0,1,0,0,1.292e-06
0.605,0.395,0.689,0.670932184737535,0.299
0,1,0,0,3.388e-13
0.149,0.851,0.165,0.420970557980322,0.0117
0,1,0,0,3.064e-43
0,1,0,0,9.657e-22
0.101,0.899,0.106,0.327274658791183,0.0056
0.585,0.415,0.966,0.678626762455761,0.146
0,1,1,0,2.02e-42
0.491,0.509,0.963,0.692985171810811,0.0897
0.746,0.254,0.931,0.566687077407423,0.486
0.631,0.369,0.905,0.658421318067677,0.387
0,1,0,0,1.291e-15
0,1,0,0,1.391e-15
0,1,1,0,1.42e-16
0,1,0,0,1.773e-08
0.081,0.919,0.995,0.281204951008793,0.00475
0.048,0.952,0.998,0.192583717337179,0.0008892
0,1,1,0,2.193e-13
0,1,1,0,1.476e-15
0,1,1,0,3.601e-07
0,1,1,0,3.355e-09
0.725,0.275,0.88,0.588168777354191,0.843
0,1,0,0,7.083e-09
0,1,0,0,1.039e-13
0,1,0,0,1.012e-51
0.004,0.996,0.004,0.0260778329833977,3.297e-05
0,1,0,0,4.027e-09
0.553,0.447,0.924,0.687518612348021,0.195
0,1,0,0,6.083e-80
0,1,0,0,8.205e-63
0,1,0,0,9.448e-22
0,1,1,0,7.871e-17
0.045,0.955,0.046,0.183521136783375,0.00114
0,1,0,0,2.544e-16
0,1,0,0,5.898e-16
0,1,0,0,1.521e-51
0,1,0,0,1.041e-05
0,1,1,0,8.323e-57
0,1,0,0,4.394e-12
0,1,1,0,1.259e-11
0.497,0.503,0.969,0.693129180451944,0.102
0,1,0,0,1.217e-18
0,1,0,0,1.842e-12
0.712,0.288,0.937,0.600351187777658,0.427
0,1,1,0,4.15e-06
0,1,1,0,9.58e-06
0,1,0,0,1.286e-31
0.519,0.481,0.575,0.69242500669817,0.179
0.725,0.275,0.783,0.588168777354191,0.387
0,1,1,0,9.535e-16
0.017,0.983,0.999,0.0861218870285167,0.0005258
0.621,0.379,0.904,0.663572455375207,0.37
0,1,0,0,1.344e-60
0.005,0.995,1,0.0314790659471667,0.0002569
0.778,0.222,0.934,0.529427664395702,0.587
0,1,0,0,4.733e-05
0.113,0.887,0.997,0.352741956159046,0.00717
0,1,1,0,2.386e-11
0.314,0.686,0.981,0.622263828786988,0.0366
0.671,0.329,0.747,0.633468188072331,0.393
0,1,0,0,3.759e-07
0,1,1,0,2.018e-22
0,1,0,0,3.91e-29
0,1,1,0,8.222e-06
0.757,0.243,0.871,0.554513365398235,0.903
0,1,1,0,3.145e-13
0.008,0.992,0.008,0.0465944242221046,0.0002984
0,1,1,0,1.981e-31
0.002,0.998,0.002,0.0144272148621761,0.0001014
0,1,1,0,1.382e-07
0.292,0.708,0.984,0.603932750384645,0.0261
0,1,0,0,5.448e-07
0,1,1,0,1.375e-32
0,1,1,0,1.912e-09
0.726,0.274,0.898,0.587196867069004,0.826
0,1,0,0,6.112e-06
0.645,0.355,0.717,0.650487009385091,0.345
0,1,0,0,5.903e-29
0.135,0.865,0.99,0.395782160396873,0.0106
0,1,0,0,2.655e-19
0,1,0,0,7.87e-27
0.649,0.351,0.935,0.648063481404664,0.28
0,1,1,0,0.0001254
0,1,0,0,3.516e-12
0.676,0.324,0.884,0.629847860460379,0.686
0,1,1,0,6.457e-26
0,1,1,0,2.229e-11
0.045,0.955,0.048,0.183521136783375,0.00237
0,1,0,0,4.128e-10
0.108,0.892,0.983,0.342313316191353,0.00503
0.653,0.347,0.927,0.645569714923067,0.304
0.698,0.302,0.74,0.612549386006791,0.262
0,1,0,0,1.347e-29
0.72,0.28,0.92,0.592953317447474,0.547
0.012,0.988,0.999,0.0650018938097877,0.0002553
0,1,0,0,2.072e-15
0,1,1,0,5.947e-20
0,1,1,0,3.037e-06
0,1,1,0,3.436e-18
0,1,0,0,7.232e-06
0.707,0.293,0.899,0.604816023751259,0.67
0.249,0.751,0.972,0.56123386328756,0.011
0,1,1,0,3.365e-06
0,1,1,0,9.929e-10
0.759,0.241,0.875,0.552229868967606,0.929
0.02,0.98,0.021,0.098039113279732,0.0002859
0,1,0,0,3.351e-36
0.044,0.956,0.044,0.180454370212594,0.00173
0.687,0.313,0.907,0.621480021586315,0.499
0.454,0.546,0.486,0.688909190314647,0.0775
0.599,0.401,0.666,0.673415049361049,0.272
0.224,0.776,0.241,0.53192420770443,0.0191
0,1,1,0,3.111e-09
0.535,0.465,0.592,0.690695175794653,0.153
0,1,0,0,2.265e-10
0,1,1,0,3.342e-20
0.759,0.241,0.912,0.552229868967606,0.656
0,1,1,0,3.123e-06
0,1,0,0,1.096e-12
0,1,1,0,1.531e-07
0.778,0.222,0.914,0.529427664395702,0.83
0.632,0.368,0.703,0.657882660635157,0.318
0,1,0,0,4.244e-14
0,1,1,0,1.672e-15
0.673,0.327,0.732,0.632033696247833,0.246
0,1,0,0,6.31e-13
0,1,0,0,3.702e-17
0,1,0,0,6.064e-38
0,1,1,0,1.035e-10
0,1,0,0,2.773e-23
0,1,0,0,1.726e-05
0,1,1,0,4.644e-36
0,1,1,0,1.565e-06
0,1,1,0,1.15e-05
0,1,1,0,9.84e-13
0.664,0.336,0.745,0.638346581982148,0.35
0.729,0.271,0.821,0.584250927889426,0.59
0.021,0.979,0.999,0.101905829752576,0.0003442
0.072,0.928,0.997,0.258781870387387,0.00273
0,1,0,0,1.766e-07
0,1,0,0,4.112e-07
0.59,0.41,0.631,0.676858546734951,0.132
0.004,0.996,0.999,0.0260778329833977,0.0001257
0,1,1,0,4.929e-23
0.636,0.364,0.925,0.655684984878046,0.291
0,1,0,0,5.238e-16
0,1,1,0,4.698e-09
0.773,0.227,0.883,0.535625920455781,0.867
0.26,0.74,0.976,0.57305691713142,0.0471
0,1,0,0,1.382e-16
0.48,0.52,0.531,0.692346967089961,0.072
0,1,1,0,2.341e-12
0,1,0,0,4.101e-05
0.665,0.335,0.954,0.637663168784597,0.237
0,1,0,0,6.118e-33
0,1,1,0,3.128e-06
0.384,0.616,0.962,0.665988409251802,0.0587
0,1,1,0,6.13e-27
0.644,0.356,0.905,0.65108195918761,0.46
0,1,0,0,2.466e-07
0,1,0,0,1.281e-25
0,1,0,0,1.566e-16
0.676,0.324,0.931,0.629847860460379,0.413
0.02,0.98,0.999,0.098039113279732,0.00139
0,1,0,0,6.837e-07
0,1,1,0,1.228e-10
0,1,1,0,4.599e-19
0.718,0.282,0.899,0.594832334400964,0.622
0,1,0,0,6.994e-06
0.734,0.266,0.876,0.579239633843151,0.993
0,1,0,0,0.0003969
0,1,0,0,4.827e-27
0.376,0.624,0.414,0.662071931205014,0.0608
0.687,0.313,0.745,0.621480021586315,0.296
0.723,0.277,0.902,0.590097562147457,0.582
0.387,0.613,0.97,0.667387217050714,0.0569
0,1,1,0,7.786e-05
0,1,1,0,1.161e-13
0.018,0.982,0.996,0.0901499225359206,0.0004143
0,1,1,0,4.438e-12
0.6,0.4,0.96,0.673011667009257,0.147
0,1,1,0,2.167e-22
0,1,0,0,2.718e-15
0.522,0.478,0.964,0.692178867976484,0.113
0,1,0,0,5.119e-12
0,1,1,0,3.148e-57
0,1,0,0,8.706e-07
0.151,0.849,0.16,0.42443977444475,0.024
0.743,0.257,0.877,0.56989556393877,0.943
0,1,1,0,4.662e-10
0.022,0.978,0.999,0.105723887714203,0.0006422
0,1,1,0,3.719e-10
0,1,0,0,9.938e-11
0,1,1,0,2.145e-29
0.701,0.299,0.868,0.610014621727074,0.803
0.736,0.264,0.841,0.577199348367057,0.85
0,1,0,0,1.107e-14
0,1,1,0,3.433e-06
0.153,0.847,0.171,0.427877788638804,0.0128
0,1,1,0,2.443e-52
0,1,0,0,1.703e-40
0.006,0.994,0.006,0.0366779387501341,9.678e-05
0,1,1,0,1.728e-37
0,1,1,0,1.339e-21
0,1,0,0,1.206e-13
0,1,1,0,4.036e-40
0.03,0.97,0.034,0.134742168179767,0.0006532
0,1,0,0,1.207e-82
0.036,0.964,0.998,0.155016589193151,0.00193
0,1,1,0,6.467e-67
0,1,0,0,2.654e-27
0,1,1,0,1.506e-62
0,1,0,0,5.386e-20
0,1,0,0,3.249e-07
0.024,0.976,0.999,0.113222502714608,0.0004879
0.066,0.934,0.072,0.243167072702654,0.0022
0,1,1,0,2.251e-11
0,1,0,0,2.636e-05
0.676,0.324,0.724,0.629847860460379,0.28
0,1,0,0,5.425e-16
0.089,0.911,0.096,0.300218062672155,0.0101
0,1,0,0,9.552e-16
0,1,0,0,1.429e-15
0,1,1,0,6.023e-16
0.699,0.301,0.819,0.611709220471292,0.764
0.003,0.997,0.998,0.0204229244641799,0.0004836
0.18,0.82,0.195,0.471393486810094,0.0169
0,1,0,0,6.814e-12
0.008,0.992,1,0.0465944242221046,9.031e-05
0.052,0.948,0.054,0.204362537478142,0.00241
0,1,0,0,3.95e-21
0.708,0.292,0.79,0.603932750384645,0.543
0,1,0,0,1.076e-07
0,1,0,0,2.755e-23
0.549,0.451,0.95,0.688337464477697,0.181
0,1,0,0,9.117e-42
0.075,0.925,0.076,0.26638446326792,0.00332
0,1,1,0,3.366e-10
0.007,0.993,1,0.0417083585418935,0.0005617
0,1,1,0,3.073e-17
0.569,0.431,0.938,0.683594725129539,0.169
0,1,0,0,8.239e-31
0.12,0.88,0.127,0.36692499127271,0.00575
0.652,0.348,0.917,0.646199761644442,0.379
0.603,0.397,0.958,0.67177650592283,0.159
0.017,0.983,0.999,0.0861218870285167,9.733e-05
0,1,1,0,2.888e-52
0,1,0,0,2.554e-12
0.116,0.884,0.117,0.358878773442122,0.00618
0,1,1,0,3.256e-26
0,1,0,0,3.065e-15
0.638,0.362,0.919,0.654560249527232,0.335
0,1,1,0,1.805e-15
0.054,0.946,0.056,0.210128670144589,0.00327
0.725,0.275,0.829,0.588168777354191,0.77
0,1,0,0,6.168e-07
0,1,1,0,1.301e-15
0,1,0,0,2.205e-34
0.689,0.311,0.75,0.619898447565985,0.382
0,1,1,0,1.291e-39
0.121,0.879,0.128,0.368912697899661,0.00673
0,1,0,0,1.641e-22
0,1,1,0,1.447e-08
0,1,0,0,1.065e-21
0.678,0.322,0.918,0.628367820093249,0.422
0.551,0.449,0.578,0.687936122542609,0.1
0,1,1,0,1.368e-07
0.192,0.808,0.211,0.489110024267758,0.0164
0,1,0,0,2.246e-10
0.031,0.969,0.998,0.138201266720945,0.00154
0,1,0,0,1.086e-06
0,1,1,0,8.761e-25
0.483,0.517,0.524,0.692569069147086,0.0827
0,1,0,0,3.25e-31
0,1,0,0,1.251e-07
0,1,0,0,1.253e-45
0,1,0,0,7.358e-13
0.007,0.993,0.007,0.0417083585418935,0.0002617
0.585,0.415,0.644,0.678626762455761,0.194
0.084,0.916,0.996,0.288431677837795,0.00331
0.003,0.997,0.003,0.0204229244641799,0.0001281
0.37,0.63,0.961,0.658955680683063,0.03
0.01,0.99,1,0.0560015343548473,0.0001016
0,1,1,0,6.074e-06
0.468,0.532,0.499,0.691097780162924,0.0616
0.273,0.727,0.984,0.586219929729774,0.0259
0.532,0.468,0.568,0.691097780162924,0.104
0.137,0.863,0.15,0.399480013738686,0.0097
0,1,1,0,4.968e-10
0,1,0,0,2.28e-06
0.685,0.315,0.779,0.623042993542438,0.421
0,1,1,0,2.277e-13
0,1,0,0,4.581e-26
0,1,1,0,8.032e-11
0,1,1,0,1.272e-06
0,1,1,0,1.279e-50
0,1,0,0,1.286e-09
0.716,0.284,0.817,0.596691595800532,0.61
0.608,0.392,0.938,0.669634309548846,0.227
0.408,0.592,0.952,0.676122343973908,0.0551
0,1,1,0,2.322e-08
0.693,0.307,0.768,0.616679231034265,0.41
0.736,0.264,0.907,0.577199348367057,0.585
0.23,0.77,0.974,0.53927634149705,0.0173
0.057,0.943,0.999,0.218631852192217,0.00609
0.165,0.835,0.181,0.447868785538077,0.0137
0.475,0.525,0.969,0.69189665920508,0.0748
0.597,0.403,0.672,0.67420932782224,0.215
0,1,1,0,7.121e-15
0.657,0.343,0.952,0.643005335459831,0.228
0,1,0,0,3.534e-14
0.712,0.288,0.817,0.600351187777658,0.604
0,1,0,0,3.374e-12
0,1,1,0,4.351e-27
0,1,1,0,5.278e-18
0.701,0.299,0.891,0.610014621727074,0.6
0,1,0,0,2.06e-09
0.775,0.225,0.886,0.533163840737299,0.875
0,1,1,0,1.968e-10
0,1,0,0,8.401e-17
0.145,0.855,0.988,0.413937130390224,0.0104
0.659,0.341,0.926,0.641696544991305,0.446
0.159,0.841,0.993,0.438007924791871,0.00742
0,1,1,0,7.921e-30
0,1,1,0,1.215e-11
0,1,1,0,6.508e-38
0,1,1,0,2.091e-25
0,1,1,0,9.001e-49
0,1,0,0,9.461e-12
0.304,0.696,0.332,0.61421549416189,0.0357
0.606,0.394,0.948,0.670503749160747,0.188
0,1,1,0,1.094e-08
0,1,1,0,7.291e-09
0.002,0.998,1,0.0144272148621761,4.621e-05
0,1,1,0,5.977e-21
0,1,0,0,3.652e-05
0.051,0.949,0.999,0.201449221832375,0.00121
0.61,0.39,0.933,0.668748086851809,0.316
0.238,0.762,0.989,0.548763583215102,0.0148
0.631,0.369,0.678,0.658421318067677,0.177
0,1,0,0,4.433e-57
0.223,0.777,0.232,0.530678821710868,0.0192
0,1,0,0,6.053e-07
0,1,0,0,1.053e-14
0,1,1,0,9.825e-11
0.013,0.987,0.999,0.0693716084142908,0.0009332
0,1,1,0,2.474e-07
0,1,0,0,1.343e-09
0.165,0.835,0.171,0.447868785538077,0.0114
0.077,0.923,0.079,0.271380478053271,0.00409
0,1,0,0,5.76e-08
0,1,1,0,1.285e-09
0.674,0.326,0.848,0.631309637901695,0.823
0.116,0.884,0.122,0.358878773442122,0.00255
0.003,0.997,1,0.0204229244641799,0.00116
0.05,0.95,0.997,0.198515243345873,0.00289
0.007,0.993,0.007,0.0417083585418935,0.0005149
0,1,1,0,1.043e-25
0,1,0,0,3.344e-47
0.734,0.266,0.87,0.579239633843151,0.956
0,1,0,0,6.633e-32
0.642,0.358,0.68,0.652258778881731,0.167
0.017,0.983,0.017,0.0861218870285167,0.0007152
0,1,1,0,7.75e-18
0,1,1,0,1.025e-44
0,1,1,0,1.94e-10
0.703,0.297,0.925,0.608300938814838,0.442
0,1,0,0,1.371e-09
0.045,0.955,0.047,0.183521136783375,0.00197
0,1,0,0,1.765e-07
0,1,1,0,1.268e-05
0.037,0.963,0.039,0.158289880652706,0.00165
0,1,1,0,2.499e-24
0.016,0.984,0.016,0.0820339767268832,0.0003767
0.126,0.874,0.992,0.378711510383313,0.00701
0.65,0.35,0.71,0.647446639034633,0.255
0,1,1,0,9.032e-13
0,1,1,0,7.012e-18
0,1,0,0,1.493e-23
0.687,0.313,0.824,0.621480021586315,0.788
0,1,1,0,2.242e-05
0,1,1,0,7.33e-12
0,1,1,0,5.682e-14
0,1,1,0,3.519e-06
0,1,1,0,3.219e-18
0,1,0,0,1.561e-10
0,1,0,0,2.169e-19
0,1,1,0,5.391e-12
0.575,0.425,0.622,0.681854608730783,0.169
0.757,0.243,0.853,0.554513365398235,0.699
0.175,0.825,0.191,0.46372643981941,0.0133
0.156,0.844,0.169,0.432977036412222,0.00909
0.691,0.309,0.753,0.618298206197274,0.269
0,1,0,0,8.601e-11
0.071,0.929,0.071,0.256217989354148,0.00313
0.566,0.434,0.962,0.68440970291956,0.152
0,1,1,0,1.457e-12
0,1,1,0,2.283e-06
0.006,0.994,0.006,0.0366779387501341,5.885e-05
0,1,1,0,2.784e-14
0,1,1,0,3.887e-27
0,1,0,0,2.591e-07
0.663,0.337,0.943,0.639025512960164,0.252
0.6,0.4,0.679,0.673011667009257,0.28
0.142,0.858,0.993,0.408577519442086,0.00736
0,1,1,0,1.696e-58
0,1,0,0,5.225e-21
0.698,0.302,0.833,0.612549386006791,0.867
0.631,0.369,0.895,0.658421318067677,0.491
0,1,0,0,1.387e-07
0.026,0.974,0.999,0.120550159245749,0.0009472
0,1,0,0,5.237e-11
0.669,0.331,0.733,0.634884560506544,0.342
0,1,0,0,1.208e-08
0.182,0.818,0.992,0.474412670593113,0.0102
0.732,0.268,0.921,0.581259431985547,0.516
0.002,0.998,0.002,0.0144272148621761,2.106e-05
0.106,0.894,0.111,0.338069772001136,0.00663
0,1,0,0,3.202e-05
0.006,0.994,0.006,0.0366779387501341,0.0001575
0,1,1,0,1.654e-06
0.003,0.997,1,0.0204229244641799,5.927e-05
0,1,0,0,2.434e-07
0.692,0.308,0.832,0.617491064538849,0.96
0,1,0,0,1.829e-10
0,1,0,0,2.701e-06
0,1,1,0,1.011e-10
0.495,0.505,0.953,0.693097179726579,0.0999
0.004,0.996,0.004,0.0260778329833977,6.245e-05
0,1,0,0,1e-15
0.653,0.347,0.784,0.645569714923067,0.737
0.189,0.811,0.986,0.484769701248265,0.0153
0.656,0.344,0.854,0.643653071298366,0.844
0,1,1,0,1.635e-09
0,1,1,0,3.925e-06
0,1,0,0,1.336e-15
0,1,1,0,3.289e-11
0,1,0,0,1.16e-08
0,1,0,0,4.878e-13
0,1,0,0,1.073e-14
0.386,0.614,0.977,0.666925168486367,0.0429
0.006,0.994,0.006,0.0366779387501341,1.532e-05
0.403,0.597,0.45,0.67420932782224,0.0712
0,1,1,0,5.754e-25
0,1,0,0,5.833e-08
0.358,0.642,0.392,0.652258778881731,0.0392
0,1,1,0,1.371e-19
0.457,0.543,0.489,0.689444608619359,0.0746
0.01,0.99,0.999,0.0560015343548473,9.491e-05
0,1,0,0,8.965e-06
0.384,0.616,0.966,0.665988409251802,0.0512
0,1,0,0,8.313e-20
0,1,1,0,2.17e-13
0.335,0.665,0.977,0.637663168784597,0.0415
0.5,0.5,0.536,0.693147180559945,0.14
0,1,0,0,1.011e-22
0.765,0.235,0.87,0.54524767028096,0.992
0.696,0.304,0.911,0.61421549416189,0.505
0.169,0.831,0.992,0.45429703663526,0.0118
0,1,0,0,1.673e-30
0.495,0.505,0.947,0.693097179726579,0.136
0,1,0,0,9.956e-28
0.729,0.271,0.835,0.584250927889426,0.709
0.654,0.346,0.762,0.644935254959156,0.566
0,1,0,0,6.076e-11
0,1,1,0,2.236e-14
0,1,0,0,5.154e-19
0.585,0.415,0.668,0.678626762455761,0.23
0.375,0.625,0.408,0.661563238157982,0.0536
0,1,1,0,2.132e-24
0,1,1,0,3.669e-28
0.751,0.249,0.938,0.56123386328756,0.547
0,1,1,0,7.325e-08
0,1,0,0,2.341e-19
0,1,0,0,2.491e-09
0.002,0.998,0.002,0.0144272148621761,0.0003032
0.683,0.317,0.939,0.624587427576189,0.345
0,1,1,0,1.357e-26
0.458,0.542,0.971,0.689615019877552,0.087
0,1,0,0,0.000165
0.708,0.292,0.811,0.603932750384645,0.632
0.596,0.404,0.924,0.674600230714884,0.247
0,1,0,0,9.542e-10
0,1,1,0,5.235e-19
0,1,0,0,6.046e-07
0,1,1,0,1.312e-17
0,1,1,0,8.384e-20
0.467,0.533,0.951,0.690967596570367,0.0957
0,1,1,0,1.066e-05
0.564,0.436,0.608,0.684932663037053,0.136
0.465,0.535,0.491,0.690695175794653,0.0593
0,1,0,0,5.468e-05
0.316,0.684,0.336,0.623817523834848,0.029
0,1,1,0,3.532e-07
0.691,0.309,0.755,0.618298206197274,0.307
0.657,0.343,0.717,0.643005335459831,0.265
0.075,0.925,0.078,0.26638446326792,0.00278
0,1,0,0,1.456e-36
0,1,1,0,1.482e-18
0,1,1,0,1.287e-21
0.048,0.952,0.053,0.192583717337179,0.00282
0,1,1,0,3.545e-08
0,1,0,0,1.547e-29
0.7,0.3,0.931,0.610864302054894,0.338
0.73,0.27,0.823,0.583258840128597,0.533
0,1,0,0,5.707e-26
